,Unnamed: 0,accNowDelinq,accOpenPast24Mths,acceptD,addrState,addrZip,allUtil,annualInc,annualIncJoint,applicationType,avgCurBal,bcOpenToBuy,bcUtil,chargeoffWithin12Mths,collections12MthsExMed,creditPullD,delinq2Yrs,delinqAmnt,desc,disbursementMethod,dti,dtiJoint,earliestCrLine,empLength,empTitle,expD,expDefaultRate,ficoRangeHigh,ficoRangeLow,fundedAmount,grade,homeOwnership,housingPayment,iLUtil,id,ilsExpD,initialListStatus,inqFi,inqLast12m,inqLast6Mths,installment,intRate,investorCount,isIncV,isIncVJoint,listD,loanAmount,maxBalBc,memberId,moSinOldIlAcct,moSinOldRevTlOp,moSinRcntRevTlOp,moSinRcntTl,mortAcc,mtgPayment,mthsSinceLastDelinq,mthsSinceLastMajorDerog,mthsSinceLastRecord,mthsSinceRcntIl,mthsSinceRecentBc,mthsSinceRecentBcDlq,mthsSinceRecentInq,mthsSinceRecentRevolDelinq,numAcctsEver120Ppd,numActvBcTl,numActvRevTl,numBcSats,numBcTl,numIlTl,numOpRevTl,numRevAccts,numRevTlBalGt0,numSats,numTl120dpd2m,numTl30dpd,numTl90gDpd24m,numTlOpPast12m,openAcc,openAcc6m,openActIl,openIl12m,openIl24m,openRv12m,openRv24m,pctTlNvrDlq,percentBcGt75,pubRec,pubRecBankruptcies,purpose,reviewStatus,reviewStatusD,revolBal,revolBalJoint,revolUtil,secAppChargeoffWithin12Mths,secAppCollections12MthsExMed,secAppEarliestCrLine,secAppFicoRangeHigh,secAppFicoRangeLow,secAppInqLast6Mths,secAppMortAcc,secAppMthsSinceLastMajorDerog,secAppNumRevAccts,secAppOpenAcc,secAppOpenActIl,secAppRevolUtil,serviceFeeRate,subGrade,taxLiens,term,totCollAmt,totCurBal,totHiCredLim,totalAcc,totalBalExMort,totalBalIl,totalBcLimit,totalCuTl,totalIlHighCreditLimit,totalRevHiLim
38,38,0,2,2018-05-01T06:43:56.000-07:00,MA,027xx,78.3,100000.0,,INDIVIDUAL,4899,2474.0,38.1,0,0,2018-05-01T06:37:14.000-07:00,7,0.0,,CASH,4.57,,1994-09-30T17:00:00.000-07:00,72.0,Pipefitter,2018-05-31T10:00:00.000-07:00,11.12,669,665,2100.0,D,RENT,900.0,91.6,132565364,2018-05-01T10:00:00.000-07:00,F,5,10,0,291.03,18.45,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,8000.0,1526.0,148920503,283.0,36,13,11,0,0.0,15.0,15.0,,11.0,36.0,,2.0,,15,1,2,1,1,19,2,2,2,3,0.0,0,7,1,3,0,1,1,1,0,1,28,0.0,0,0,major_purchase,APPROVED,2018-05-01T06:58:11.000-07:00,1538.0,,35.0,,,,,,,,,,,,,1.36,D2,0,36,0,14696,18764,21,14696,13158.0,4000,0,14364,4400
39,39,0,3,2018-04-30T18:08:24.000-07:00,FL,330xx,65.4,60000.0,,INDIVIDUAL,5019,5220.0,80.8,0,0,2018-04-30T18:05:52.000-07:00,0,0.0,,CASH,34.0,,2011-03-31T17:00:00.000-07:00,24.0,President Owner,2018-05-31T10:00:00.000-07:00,11.12,684,680,4050.0,D,RENT,500.0,56.5,132532003,2018-05-01T10:00:00.000-07:00,F,2,3,2,358.88,17.47,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,8439.0,148907065,66.0,85,3,3,0,0.0,,,,21.0,23.0,,1.0,,0,7,11,8,9,3,12,15,11,14,0.0,0,0,1,14,1,2,0,1,1,2,100,50.0,0,0,other,APPROVED,2018-05-01T08:31:52.000-07:00,25643.0,,72.0,,,,,,,,,,,,,1.36,D1,0,36,0,70270,99214,18,70270,44627.0,27200,0,63614,35600
40,40,0,2,2018-05-01T08:10:37.000-07:00,VA,226xx,60.7,115000.0,,INDIVIDUAL,14607,7472.0,82.0,1,0,2018-05-01T08:04:40.000-07:00,1,0.0,,CASH,15.87,,1989-04-30T17:00:00.000-07:00,120.0,Budget Analyst,2018-05-31T10:00:00.000-07:00,6.8,704,700,28275.0,C,MORTGAGE,917.0,59.8,132565760,2018-05-01T10:00:00.000-07:00,F,3,3,0,1213.98,15.04,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,35000.0,27893.0,148930936,60.0,348,20,9,1,984.21,12.0,12.0,,9.0,33.0,,7.0,12.0,1,2,3,3,3,3,8,13,3,12,0.0,0,1,1,12,0,3,1,1,0,1,94,66.7,0,0,debt_consolidation,APPROVED,2018-05-01T08:19:28.000-07:00,34106.0,,61.6,,,,,,,,,,,,,1.13,C4,0,36,0,160676,242562,19,66205,32099.0,41500,2,53662,55400
41,41,0,6,2018-04-30T12:59:26.000-07:00,AZ,852xx,88.3,82000.0,,INDIVIDUAL,51989,9792.0,69.8,0,0,2018-04-30T12:55:14.000-07:00,0,0.0,,CASH,20.74,,2005-09-29T17:00:00.000-07:00,,,2018-05-31T10:00:00.000-07:00,6.8,674,670,2925.0,C,MORTGAGE,1800.0,96.3,132526657,2018-05-01T10:00:00.000-07:00,F,1,1,0,342.12,14.07,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,14426.0,148891537,134.0,151,18,8,6,1693.3,,,,8.0,18.0,,11.0,,0,3,3,3,5,10,3,10,3,7,0.0,0,0,3,7,0,3,3,3,0,1,100,66.7,0,0,credit_card,APPROVED,2018-05-01T08:41:02.000-07:00,22608.0,,69.8,,,,,,,,,,,,,1.13,C3,0,36,0,363920,381288,26,95111,72503.0,32400,1,75288,32400
42,42,0,7,2018-04-30T15:32:33.000-07:00,FL,334xx,74.3,75000.0,,INDIVIDUAL,2883,1301.0,79.3,0,0,2018-04-30T15:29:52.000-07:00,0,0.0,,CASH,16.96,,2006-06-29T17:00:00.000-07:00,120.0,General Agent,2018-05-31T10:00:00.000-07:00,3.8,669,665,3600.0,B,MORTGAGE,1600.0,84.8,132540155,2018-05-01T10:00:00.000-07:00,F,0,1,0,365.26,11.98,,VERIFIED,,2018-05-01T10:00:00.000-07:00,11000.0,4097.0,148904052,142.0,140,3,3,0,0.0,,,,9.0,24.0,,12.0,,0,3,10,3,3,5,11,11,10,13,0.0,0,0,5,13,2,2,2,2,3,5,100,33.3,0,0,debt_consolidation,APPROVED,2018-05-01T08:05:51.000-07:00,9939.0,,55.2,,,,,,,,,,,,,0.96,B5,0,36,334,37476,50466,16,37476,27537.0,6300,2,32466,18000
43,43,0,8,2018-04-30T04:30:18.000-07:00,NY,147xx,44.8,32000.0,,INDIVIDUAL,3103,15768.0,6.1,0,0,2018-04-30T04:20:08.000-07:00,0,0.0,,CASH,30.61,,2010-02-27T16:00:00.000-08:00,12.0,Electrician ,2018-05-31T10:00:00.000-07:00,1.86,769,765,3550.0,A,OWN,,73.0,132497616,2018-05-01T10:00:00.000-07:00,F,1,2,0,344.5,7.96,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,11000.0,1032.0,148861270,83.0,98,10,10,0,0.0,,,,12.0,10.0,,7.0,,0,1,1,5,8,9,6,11,1,8,0.0,0,0,2,8,0,2,1,2,1,6,100,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:16:12.000-07:00,1032.0,,4.5,,,,,,,,,,,,,0.83,A5,0,36,0,24827,55374,20,24827,23795.0,16800,0,32574,22800
44,44,0,1,2018-05-01T06:42:04.000-07:00,NJ,076xx,55.9,108000.0,,INDIVIDUAL,45837,3891.0,82.5,0,0,2018-05-01T06:39:48.000-07:00,0,0.0,,CASH,16.91,,2004-08-31T17:00:00.000-07:00,120.0,Account Executive,2018-05-31T10:00:00.000-07:00,1.86,694,690,4175.0,A,MORTGAGE,1950.0,36.4,132564046,2018-05-01T10:00:00.000-07:00,F,3,3,0,372.4,7.34,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,12000.0,9874.0,148928137,164.0,148,46,19,2,2023.2,,,89.0,19.0,49.0,,3.0,,0,3,3,3,5,11,3,7,3,6,0.0,0,0,0,6,0,2,0,1,0,0,100,66.7,1,1,credit_card,APPROVED,2018-05-01T06:46:17.000-07:00,18309.0,,82.5,,,,,,,,,,,,,0.83,A4,0,36,0,275019,327985,20,29291,10982.0,22200,0,30185,22200
45,45,0,11,2018-04-30T16:41:07.000-07:00,MS,395xx,30.6,47000.0,,INDIVIDUAL,13127,36614.0,29.7,0,0,2018-04-30T16:31:15.000-07:00,0,0.0,,DIRECT_PAY,10.6,,2006-01-29T16:00:00.000-08:00,108.0,Marketing rep,2018-05-31T10:00:00.000-07:00,1.86,704,700,3925.0,A,MORTGAGE,1470.0,,132536492,2018-05-01T10:00:00.000-07:00,F,0,2,0,365.45,6.07,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,12000.0,5812.0,148900428,,147,4,4,5,1469.93,29.0,81.0,,,4.0,43.0,11.0,43.0,0,10,12,10,12,0,12,14,12,13,0.0,0,0,8,13,3,0,0,0,7,10,84,10.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:48:38.000-07:00,17644.0,,30.6,,,,,,,,,,,,,0.83,A2,0,36,0,170646,212700,19,17644,0.0,52100,0,0,57700
46,46,0,1,2018-04-28T12:47:25.000-07:00,CA,913xx,0.1,40000.0,,INDIVIDUAL,2,3997.0,0.1,0,0,2018-04-28T12:37:06.000-07:00,0,0.0,,CASH,0.09,,2008-08-27T17:00:00.000-07:00,48.0,Technician applicator,2018-05-31T10:00:00.000-07:00,3.8,669,665,1700.0,B,RENT,800.0,,132455211,2018-05-01T10:00:00.000-07:00,F,0,1,0,326.92,10.9,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,3.0,148818593,73.0,116,13,13,0,0.0,28.0,64.0,,73.0,13.0,64.0,12.0,28.0,1,1,1,1,3,1,2,5,1,2,0.0,0,0,0,2,0,0,0,0,0,1,50,0.0,0,0,major_purchase,APPROVED,2018-05-01T08:07:51.000-07:00,3.0,,0.1,,,,,,,,,,,,,0.96,B4,0,36,0,3,4100,6,3,0.0,4000,0,0,4100
47,47,0,2,2018-04-30T13:54:10.000-07:00,CT,060xx,71.4,43000.0,,INDIVIDUAL,8231,1186.0,89.2,0,0,2018-04-30T13:45:22.000-07:00,0,0.0,,CASH,26.43,,1994-10-29T17:00:00.000-07:00,120.0,PharMacy technician ,2018-05-31T10:00:00.000-07:00,6.8,759,755,6625.0,C,RENT,900.0,79.0,132521014,2018-05-01T10:00:00.000-07:00,F,3,0,0,502.6,12.61,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,15000.0,9814.0,148895962,174.0,282,29,13,0,0.0,,,,13.0,29.0,,13.0,,0,1,1,1,6,4,3,15,1,5,0.0,0,0,0,5,0,2,0,2,0,0,100,100.0,0,0,credit_card,APPROVED,2018-05-01T09:16:40.000-07:00,9814.0,,54.5,,,,,,,,,,,,,1.13,C1,0,36,0,41156,57651,19,41156,31342.0,11000,1,39651,18000
48,48,0,3,2018-04-30T15:55:13.000-07:00,TX,781xx,65.0,45000.0,,INDIVIDUAL,6846,4909.0,67.7,0,0,2018-04-26T05:48:01.000-07:00,0,0.0,,CASH,26.48,,2007-09-25T17:00:00.000-07:00,48.0,General Manager,2018-05-31T10:00:00.000-07:00,11.12,669,665,6225.0,D,RENT,0.0,,132311475,2018-05-01T10:00:00.000-07:00,F,2,5,0,553.04,19.42,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,15000.0,5767.0,148645292,127.0,64,7,4,0,0.0,38.0,38.0,,4.0,7.0,,4.0,,1,3,4,4,4,6,6,6,4,7,0.0,0,0,3,7,1,1,1,1,2,2,91,50.0,0,0,credit_card,APPROVED,2018-05-01T07:42:43.000-07:00,12094.0,,65.0,,,,,,,,,,,,,1.36,D3,0,36,0,47919,55282,12,47919,35825.0,15200,1,36682,18600
49,49,0,3,2018-04-30T15:27:58.000-07:00,PA,191xx,47.2,87000.0,,INDIVIDUAL,45290,28362.0,36.1,0,0,2018-04-27T14:42:34.000-07:00,1,0.0,,CASH,35.2,,2006-10-26T17:00:00.000-07:00,108.0,Production Control Supervisor,2018-05-31T10:00:00.000-07:00,3.8,719,715,9775.0,B,MORTGAGE,2000.0,52.7,132375089,2018-05-01T10:00:00.000-07:00,F,0,1,0,664.1,11.98,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,20000.0,9303.0,148778366,131.0,138,40,1,2,2003.9,4.0,,,1.0,40.0,4.0,9.0,4.0,0,4,4,6,7,7,7,8,4,12,0.0,0,0,2,12,1,4,1,2,0,0,94,0.0,0,0,credit_card,APPROVED,2018-05-01T06:45:44.000-07:00,16038.0,,36.1,,,,,,,,,,,,,0.96,B5,0,36,0,452898,527769,17,63540,47502.0,44400,0,90092,44400
50,50,0,5,2018-04-30T06:23:21.000-07:00,IL,600xx,66.9,85000.0,,INDIVIDUAL,15321,10597.0,81.9,0,0,2018-04-23T08:52:24.000-07:00,0,0.0,,CASH,28.49,,1999-03-22T16:00:00.000-08:00,48.0,analyst,2018-05-31T10:00:00.000-07:00,6.8,704,700,3075.0,C,RENT,400.0,49.4,132112938,2018-05-01T10:00:00.000-07:00,F,2,2,2,475.64,13.58,,VERIFIED,,2018-05-01T10:00:00.000-07:00,14000.0,11361.0,148261982,59.0,229,2,1,3,1394.0,,,,1.0,2.0,,4.0,,0,9,9,11,13,4,11,13,9,15,0.0,0,0,3,15,3,3,1,2,2,3,100,54.5,0,0,credit_card,APPROVED,2018-05-01T08:24:48.000-07:00,47803.0,,81.9,,,,,,,,,,,,,1.13,C2,0,36,0,229813,278952,20,72538,24735.0,58400,0,50076,58400
51,51,0,6,2018-04-30T09:59:58.000-07:00,AL,352xx,43.0,92000.0,,INDIVIDUAL,28941,18845.0,43.9,0,0,2018-04-30T09:54:01.000-07:00,1,0.0,,CASH,19.58,,2013-10-29T17:00:00.000-07:00,60.0,programmer Analyst ,2018-05-31T10:00:00.000-07:00,6.8,699,695,3300.0,C,MORTGAGE,1000.0,,132507986,2018-05-01T10:00:00.000-07:00,F,0,4,2,509.61,13.58,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,15000.0,6508.0,148883837,19.0,54,3,3,2,1550.2,11.0,,,15.0,7.0,,2.0,11.0,0,4,8,5,5,2,9,11,8,11,0.0,0,0,2,11,1,1,0,2,2,2,92,0.0,0,0,credit_card,APPROVED,2018-05-01T08:19:04.000-07:00,21551.0,,43.0,,,,,,,,,,,,,1.13,C2,0,36,0,318350,377959,15,63816,42265.0,33600,2,52810,50100
52,52,0,4,2018-04-30T17:23:34.000-07:00,MO,640xx,65.0,46000.0,,INDIVIDUAL,7352,3375.0,97.0,0,0,2018-04-30T17:16:51.000-07:00,0,0.0,,DIRECT_PAY,38.3,,2007-06-30T17:00:00.000-07:00,0.0,Operator,2018-05-31T10:00:00.000-07:00,14.72,664,660,1900.0,E,RENT,100.0,82.0,132531843,2018-05-01T10:00:00.000-07:00,F,0,1,0,569.85,23.87,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,14550.0,5181.0,148906890,73.0,130,10,7,0,0.0,28.0,,,7.0,10.0,,10.0,28.0,0,2,6,4,4,8,6,9,4,9,,0,0,2,9,0,3,0,1,2,3,94,100.0,0,0,debt_consolidation,APPROVED,2018-05-01T08:27:24.000-07:00,10456.0,,65.0,,,,,,,,,,,,,1.58,E2,0,36,0,66176,84087,17,66176,55720.0,6750,0,67987,16100
53,53,0,3,2018-05-01T08:04:35.000-07:00,RI,029xx,96.5,68000.0,,INDIVIDUAL,3533,419.0,96.6,0,0,2018-05-01T07:54:58.000-07:00,0,0.0,,DIRECT_PAY,9.54,,2001-09-30T17:00:00.000-07:00,108.0,Senior Sales Rep,2018-05-31T10:00:00.000-07:00,14.72,669,665,1900.0,E,OWN,,,132571518,2018-05-01T10:00:00.000-07:00,F,0,1,1,614.97,24.84,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,15500.0,5072.0,148925645,,199,6,6,1,1884.17,54.0,54.0,,,6.0,,1.0,54.0,1,5,6,5,5,0,6,7,6,7,0.0,0,0,1,7,1,0,0,0,1,3,87,80.0,0,0,other,APPROVED,2018-05-01T08:27:04.000-07:00,12740.0,,96.5,,,,,,,,,,,,,1.58,E3,0,36,0,24733,176200,8,12740,0.0,12500,0,0,13200
54,54,0,10,2018-05-01T08:59:05.000-07:00,TX,750xx,70.7,89000.0,,INDIVIDUAL,32961,21510.0,49.6,0,0,2018-05-01T07:33:58.000-07:00,0,0.0,,CASH,35.99,,1998-12-31T16:00:00.000-08:00,96.0,Executive Pastor,2018-05-31T10:00:00.000-07:00,6.8,714,710,7225.0,C,MORTGAGE,1800.0,83.7,132575270,2018-05-01T10:00:00.000-07:00,F,7,0,0,713.46,13.58,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,21000.0,10536.0,148928384,178.0,232,20,13,1,1852.68,44.0,,,13.0,21.0,44.0,13.0,44.0,0,3,3,6,8,17,7,12,3,13,0.0,0,0,0,13,0,5,0,5,0,4,93,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:02:35.000-07:00,21190.0,,45.9,,,,,,,,,,,,,1.13,C2,0,36,511,428497,480866,30,146111,124921.0,42700,0,149771,46200
55,55,0,6,2018-04-30T13:28:02.000-07:00,MA,021xx,94.3,38400.0,,INDIVIDUAL,3568,3574.0,27.1,0,0,2018-04-20T06:12:45.000-07:00,1,0.0,,CASH,2.84,,2007-09-19T17:00:00.000-07:00,,,2018-05-31T10:00:00.000-07:00,11.12,709,705,2725.0,D,RENT,500.0,113.0,131996206,2018-05-01T10:00:00.000-07:00,F,0,4,0,672.53,20.39,,VERIFIED,,2018-05-01T10:00:00.000-07:00,18000.0,1326.0,148071564,127.0,36,28,7,0,0.0,13.0,53.0,,7.0,28.0,13.0,1.0,13.0,2,1,2,1,1,22,3,3,2,19,0.0,0,0,2,19,0,16,2,6,0,0,88,0.0,0,0,other,APPROVED,2018-05-01T09:38:00.000-07:00,2819.0,,19.6,,,,,,,,,,,,,1.36,D4,0,36,0,67785,71900,25,67785,64966.0,4900,0,57500,14400
56,56,0,14,2018-04-30T07:12:21.000-07:00,AL,352xx,66.1,500000.0,,INDIVIDUAL,15520,64451.0,67.0,0,0,2018-04-30T07:11:19.000-07:00,0,0.0,,CASH,15.97,,1985-07-29T17:00:00.000-07:00,120.0,Broker,2018-05-31T10:00:00.000-07:00,3.8,709,705,4125.0,B,MORTGAGE,1658.0,70.3,132506281,2018-05-01T10:00:00.000-07:00,F,5,6,1,644.6,9.92,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,20000.0,16435.0,148870055,144.0,393,4,4,2,1650.0,,,,6.0,4.0,,5.0,,0,23,28,25,28,24,34,41,28,42,0.0,0,0,8,42,2,7,3,5,5,9,100,28.0,0,0,home_improvement,APPROVED,2018-05-01T09:09:59.000-07:00,343454.0,,64.1,,,,,,,,,,,,,0.96,B2,0,36,0,636314,829378,68,415594,72140.0,178000,12,119735,465100
57,57,0,1,2018-04-25T17:34:38.000-07:00,IL,600xx,41.2,167500.0,197500.0,JOINT,41023,12848.0,42.6,0,0,2018-04-23T11:53:34.000-07:00,0,0.0,,CASH,8.04,7.18,1992-12-22T16:00:00.000-08:00,120.0,Senior Superintendant,2018-05-31T10:00:00.000-07:00,1.86,734,730,12225.0,A,MORTGAGE,2153.0,40.1,132125792,2018-05-01T10:00:00.000-07:00,F,0,0,0,903.31,5.31,,SOURCE_VERIFIED,NOT_VERIFIED,2018-05-01T10:00:00.000-07:00,30000.0,4828.0,148285928,153.0,304,68,4,2,2058.94,,,,4.0,68.0,,,,1,3,3,3,4,6,3,4,3,6,0.0,0,0,1,6,1,2,1,1,0,0,91,0.0,0,0,home_improvement,APPROVED,2018-05-01T09:13:54.000-07:00,9552.0,17402.0,42.6,0.0,0.0,1992-12-22T16:00:00.000-08:00,749.0,745.0,0.0,2.0,,8.0,5.0,0.0,27.0,0.83,A1,0,36,0,246139,316620,12,21996,12444.0,22400,1,31000,22400
58,58,0,4,2018-04-30T08:43:10.000-07:00,GA,308xx,74.5,33000.0,,INDIVIDUAL,1877,225.0,43.8,0,0,2018-04-24T12:21:39.000-07:00,0,0.0,,CASH,9.78,,2006-04-23T17:00:00.000-07:00,120.0,AUDITOR,2018-05-31T10:00:00.000-07:00,6.8,664,660,3675.0,C,RENT,300.0,82.9,132190910,2018-05-01T10:00:00.000-07:00,F,0,2,1,832.44,15.04,,VERIFIED,,2018-05-01T10:00:00.000-07:00,24000.0,175.0,148363392,21.0,144,20,9,0,0.0,38.0,38.0,,9.0,20.0,41.0,4.0,41.0,3,1,2,1,4,3,2,6,2,3,0.0,0,0,1,3,0,1,1,3,0,1,60,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:37:51.000-07:00,441.0,,33.9,,,,,,,,,,,,,1.13,C4,0,36,0,5630,7558,10,5630,5189.0,400,1,6258,1300
59,59,0,2,2018-04-30T16:43:26.000-07:00,FL,331xx,68.0,140000.0,,INDIVIDUAL,5572,6393.0,81.0,0,0,2018-04-30T16:40:49.000-07:00,0,0.0,,CASH,29.07,,1987-06-29T17:00:00.000-07:00,48.0,Showroom Manager,2018-05-31T10:00:00.000-07:00,3.8,709,705,4825.0,B,RENT,1800.0,33.0,132375368,2018-05-01T10:00:00.000-07:00,F,0,0,0,902.43,9.92,,VERIFIED,,2018-05-01T10:00:00.000-07:00,28000.0,9636.0,148772080,150.0,346,3,3,0,0.0,62.0,46.0,,18.0,3.0,62.0,15.0,,0,8,12,10,12,6,12,18,7,16,,0,0,1,17,1,3,0,1,1,1,88,75.0,0,0,debt_consolidation,APPROVED,2018-05-01T08:26:02.000-07:00,41616.0,,68.0,,,,,,,,,,,,,0.96,B2,0,36,0,89164,156996,25,89164,22752.0,51145,0,69762,61395
60,60,0,0,2018-05-01T06:29:45.000-07:00,FL,324xx,52.3,96000.0,,INDIVIDUAL,6335,5588.0,82.8,0,0,2018-04-30T09:26:28.000-07:00,0,0.0,,CASH,23.03,,1998-01-29T16:00:00.000-08:00,120.0,Munitions Production Superintendent,2018-05-31T10:00:00.000-07:00,1.86,734,730,11775.0,A,RENT,1600.0,15.4,132511751,2018-05-01T10:00:00.000-07:00,F,0,0,0,1096.13,7.96,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,35000.0,19124.0,148875533,121.0,243,31,31,0,0.0,,,,31.0,31.0,,,,0,3,4,4,7,5,5,9,4,6,0.0,0,0,0,6,0,1,0,0,0,0,100,75.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:17:45.000-07:00,33087.0,,81.3,,,,,,,,,,,,,0.83,A5,0,36,0,38012,72700,14,38012,4925.0,32500,0,32000,40700
61,61,0,9,2018-04-28T12:59:10.000-07:00,OH,430xx,84.6,85000.0,175000.0,JOINT,37798,3801.0,63.8,0,0,2018-04-28T12:38:35.000-07:00,0,0.0,,CASH,15.59,17.73,1993-05-27T17:00:00.000-07:00,120.0,Teacher/Coach,2018-05-31T10:00:00.000-07:00,11.12,679,675,10875.0,D,MORTGAGE,2300.0,90.8,132456158,2018-05-01T10:00:00.000-07:00,F,2,5,2,1290.41,19.42,,SOURCE_VERIFIED,SOURCE_VERIFIED,2018-05-01T10:00:00.000-07:00,35000.0,6699.0,148816630,299.0,86,2,2,2,2372.71,,,,11.0,2.0,,2.0,,0,1,5,2,2,21,6,9,5,16,0.0,0,0,6,16,5,9,1,4,3,3,100,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:25:36.000-07:00,18606.0,36946.0,60.8,0.0,0.0,2000-10-27T17:00:00.000-07:00,629.0,625.0,2.0,3.0,,14.0,15.0,3.0,34.4,1.36,D3,0,36,0,566965,585692,32,190678,172072.0,10500,3,177092,30600
62,62,0,1,2018-04-30T12:54:01.000-07:00,TX,750xx,44.5,130000.0,215000.0,JOINT,24460,40279.0,24.0,0,0,2018-04-30T11:31:36.000-07:00,0,0.0,,CASH,26.11,18.09,2001-12-29T16:00:00.000-08:00,48.0,Pharmacist,2018-05-31T10:00:00.000-07:00,1.86,819,815,13500.0,A,MORTGAGE,2000.0,50.5,132521413,2018-05-01T10:00:00.000-07:00,F,0,0,0,1204.42,5.31,,NOT_VERIFIED,NOT_VERIFIED,2018-05-01T10:00:00.000-07:00,40000.0,8974.0,148885279,174.0,196,15,15,4,1999.5,,,,54.0,15.0,,,,0,3,3,3,4,16,4,6,3,15,0.0,0,0,0,15,0,10,0,0,0,1,100,0.0,0,0,home_improvement,APPROVED,2018-05-01T09:14:22.000-07:00,12721.0,22744.0,22.3,0.0,0.0,2001-09-29T17:00:00.000-07:00,754.0,750.0,0.0,4.0,,13.0,8.0,0.0,36.8,0.83,A1,0,36,0,366907,532023,26,118576,105855.0,53000,0,209493,57100
63,63,0,12,2018-04-27T13:02:19.000-07:00,MD,218xx,79.6,41000.0,91000.0,JOINT,20112,246.0,96.3,0,0,2018-04-27T12:45:28.000-07:00,0,0.0,,CASH,88.0,39.97,2002-11-26T16:00:00.000-08:00,120.0,insurance specialist,2018-05-31T10:00:00.000-07:00,11.12,689,685,4950.0,D,MORTGAGE,941.0,77.4,132378628,2018-05-01T10:00:00.000-07:00,F,3,3,0,1195.61,20.39,,VERIFIED,VERIFIED,2018-05-01T10:00:00.000-07:00,32000.0,3531.0,148782879,146.0,185,7,7,2,0.0,34.0,34.0,,8.0,10.0,,7.0,42.0,1,2,4,2,10,22,4,24,4,10,0.0,0,0,5,10,0,6,3,8,2,4,95,100.0,0,0,debt_consolidation,APPROVED,2018-05-01T08:38:52.000-07:00,11831.0,16917.0,91.0,0.0,0.0,2006-06-26T17:00:00.000-07:00,664.0,660.0,0.0,0.0,,5.0,10.0,6.0,54.6,1.36,D4,0,36,0,201117,219150,48,201117,189286.0,6700,0,206150,13000
64,64,0,3,2018-05-01T05:35:50.000-07:00,NC,281xx,49.6,150000.0,,INDIVIDUAL,36526,30472.0,33.5,0,0,2018-05-01T05:30:43.000-07:00,2,0.0,,CASH,14.18,,2002-07-31T17:00:00.000-07:00,60.0,Software Engineer,2018-05-31T10:00:00.000-07:00,3.8,724,720,7200.0,B,MORTGAGE,2300.0,64.3,132563750,2018-05-01T10:00:00.000-07:00,F,0,1,0,1280.01,9.43,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,40000.0,8501.0,148917805,144.0,189,15,13,5,2315.0,4.0,,107.0,13.0,15.0,4.0,9.0,4.0,0,3,4,4,7,6,7,12,4,10,0.0,0,0,0,10,0,2,0,1,0,2,91,25.0,1,1,debt_consolidation,APPROVED,2018-05-01T06:02:29.000-07:00,15378.0,,30.2,,,,,,,,,,,,,0.96,B1,0,36,0,365262,458129,23,58869,43491.0,45800,2,67640,51000
65,65,0,2,2018-05-01T06:15:45.000-07:00,TX,762xx,27.3,182000.0,,INDIVIDUAL,13222,31599.0,16.0,0,0,2018-05-01T06:10:58.000-07:00,0,0.0,,CASH,10.37,,1990-04-30T17:00:00.000-07:00,120.0,Pilot,2018-05-31T10:00:00.000-07:00,2.36,749,745,6450.0,A,OWN,,55.7,132568165,2018-05-01T10:00:00.000-07:00,F,0,1,0,798.49,7.34,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,40000.0,3130.0,148922268,132.0,336,19,16,2,1530.32,,,,16.0,19.0,,2.0,,0,6,9,8,8,8,13,13,9,17,0.0,0,0,0,17,0,3,0,1,0,1,100,25.0,0,0,moving,APPROVED,2018-05-01T06:21:04.000-07:00,8933.0,,19.1,,,,,,,,,,,,,0.59,A4,0,60,0,224773,281033,23,72651,63718.0,37600,3,63617,46800
